Part	O
8	O
:	O
Primitive	O
Accumulation	O
Chapter	O
26	O
:	O
The	O
Secret	O
of	O
Primitive	O
Accumulation	O
We	O
have	O
seen	O
how	O
money	O
is	O
changed	O
into	O
capital	O
;	O
how	O
through	O
capital	O
surplus	O
value	O
is	O
made	O
,	O
and	O
from	O
surplus	O
value	O
more	O
capital	O
.	O

But	O
the	O
accumulation	O
of	O
capital	O
presupposes	O
surplus	O
value	O
;	O
surplus	O
value	O
presupposes	O
capitalistic	O
production	O
;	O
capitalistic	O
production	O
presupposes	O
the	O
pre-existence	O
of	O
considerable	O
masses	O
of	O
capital	O
and	O
of	O
labour	O
power	O
in	O
the	O
hands	O
of	O
producers	O
of	O
commodities	O
.	O

The	O
whole	O
movement	O
,	O
therefore	O
,	O
seems	O
to	O
turn	O
in	O
a	O
vicious	O
circle	O
,	O
out	O
of	O
which	O
we	O
can	O
only	O
get	O
by	O
supposing	O
a	O
primitive	O
accumulation	O
-LRB-	O
previous	O
accumulation	O
of	O
Adam	PERSON
Smith	PERSON
-RRB-	O
preceding	O
capitalistic	O
accumulation	O
;	O
an	O
accumulation	O
not	O
the	O
result	O
of	O
the	O
capitalistic	O
mode	O
of	O
production	O
,	O
but	O
its	O
starting	O
point	O
.	O

This	O
primitive	O
accumulation	O
plays	O
in	O
Political	O
Economy	O
about	O
the	O
same	O
part	O
as	O
original	O
sin	O
in	O
theology	O
.	O

Adam	PERSON
bit	O
the	O
apple	O
,	O
and	O
thereupon	O
sin	O
fell	O
on	O
the	O
human	O
race	O
.	O

Its	O
origin	O
is	O
supposed	O
to	O
be	O
explained	O
when	O
it	O
is	O
told	O
as	O
an	O
anecdote	O
of	O
the	O
past	O
.	O

In	O
times	O
long	O
gone	O
by	O
there	O
were	O
two	O
sorts	O
of	O
people	O
;	O
one	O
,	O
the	O
diligent	O
,	O
intelligent	O
,	O
and	O
,	O
above	O
all	O
,	O
frugal	O
elite	O
;	O
the	O
other	O
,	O
lazy	O
rascals	O
,	O
spending	O
their	O
substance	O
,	O
and	O
more	O
,	O
in	O
riotous	O
living	O
.	O

The	O
legend	O
of	O
theological	O
original	O
sin	O
tells	O
us	O
certainly	O
how	O
man	O
came	O
to	O
be	O
condemned	O
to	O
eat	O
his	O
bread	O
in	O
the	O
sweat	O
of	O
his	O
brow	O
;	O
but	O
the	O
history	O
of	O
economic	O
original	O
sin	O
reveals	O
to	O
us	O
that	O
there	O
are	O
people	O
to	O
whom	O
this	O
is	O
by	O
no	O
means	O
essential	O
.	O

Never	O
mind	O
!	O

Thus	O
it	O
came	O
to	O
pass	O
that	O
the	O
former	O
sort	O
accumulated	O
wealth	O
,	O
and	O
the	O
latter	O
sort	O
had	O
at	O
last	O
nothing	O
to	O
sell	O
except	O
their	O
own	O
skins	O
.	O

And	O
from	O
this	O
original	O
sin	O
dates	O
the	O
poverty	O
of	O
the	O
great	O
majority	O
that	O
,	O
despite	O
all	O
its	O
labour	O
,	O
has	O
up	O
to	O
now	O
nothing	O
to	O
sell	O
but	O
itself	O
,	O
and	O
the	O
wealth	O
of	O
the	O
few	O
that	O
increases	O
constantly	O
although	O
they	O
have	O
long	O
ceased	O
to	O
work	O
.	O

Such	O
insipid	O
childishness	O
is	O
every	O
day	O
preached	O
to	O
us	O
in	O
the	O
defence	O
of	O
property	O
.	O

M.	PERSON
Thiers	PERSON
,	O
e.g.	O
,	O
had	O
the	O
assurance	O
to	O
repeat	O
it	O
with	O
all	O
the	O
solemnity	O
of	O
a	O
statesman	O
to	O
the	O
French	O
people	O
,	O
once	O
so	O
spirituel	O
.	O

But	O
as	O
soon	O
as	O
the	O
question	O
of	O
property	O
crops	O
up	O
,	O
it	O
becomes	O
a	O
sacred	O
duty	O
to	O
proclaim	O
the	O
intellectual	O
food	O
of	O
the	O
infant	O
as	O
the	O
one	O
thing	O
fit	O
for	O
all	O
ages	O
and	O
for	O
all	O
stages	O
of	O
development	O
.	O

In	O
actual	O
history	O
it	O
is	O
notorious	O
that	O
conquest	O
,	O
enslavement	O
,	O
robbery	O
,	O
murder	O
,	O
briefly	O
force	O
,	O
play	O
the	O
great	O
part	O
.	O

In	O
the	O
tender	O
annals	O
of	O
Political	O
Economy	O
,	O
the	O
idyllic	O
reigns	O
from	O
time	O
immemorial	O
.	O

Right	O
and	O
``	O
labour	O
''	O
were	O
from	O
all	O
time	O
the	O
sole	O
means	O
of	O
enrichment	O
,	O
the	O
present	O
year	O
of	O
course	O
always	O
excepted	O
.	O

As	O
a	O
matter	O
of	O
fact	O
,	O
the	O
methods	O
of	O
primitive	O
accumulation	O
are	O
anything	O
but	O
idyllic	O
.	O

In	O
themselves	O
money	O
and	O
commodities	O
are	O
no	O
more	O
capital	O
than	O
are	O
the	O
means	O
of	O
production	O
and	O
of	O
subsistence	O
.	O

They	O
want	O
transforming	O
into	O
capital	O
.	O

But	O
this	O
transformation	O
itself	O
can	O
only	O
take	O
place	O
under	O
certain	O
circumstances	O
that	O
centre	O
in	O
this	O
,	O
viz.	O
,	O
that	O
two	O
very	O
different	O
kinds	O
of	O
commodity-possessors	O
must	O
come	O
face	O
to	O
face	O
and	O
into	O
contact	O
;	O
on	O
the	O
one	O
hand	O
,	O
the	O
owners	O
of	O
money	O
,	O
means	O
of	O
production	O
,	O
means	O
of	O
subsistence	O
,	O
who	O
are	O
eager	O
to	O
increase	O
the	O
sum	O
of	O
values	O
they	O
possess	O
,	O
by	O
buying	O
other	O
people	O
's	O
labour	O
power	O
;	O
on	O
the	O
other	O
hand	O
,	O
free	O
labourers	O
,	O
the	O
sellers	O
of	O
their	O
own	O
labour	O
power	O
,	O
and	O
therefore	O
the	O
sellers	O
of	O
labour	O
.	O

Free	O
labourers	O
,	O
in	O
the	O
double	O
sense	O
that	O
neither	O
they	O
themselves	O
form	O
part	O
and	O
parcel	O
of	O
the	O
means	O
of	O
production	O
,	O
as	O
in	O
the	O
case	O
of	O
slaves	O
,	O
bondsmen	O
,	O
&	O
c.	O
,	O
nor	O
do	O
the	O
means	O
of	O
production	O
belong	O
to	O
them	O
,	O
as	O
in	O
the	O
case	O
of	O
peasant-proprietors	O
;	O
they	O
are	O
,	O
therefore	O
,	O
free	O
from	O
,	O
unencumbered	O
by	O
,	O
any	O
means	O
of	O
production	O
of	O
their	O
own	O
.	O

With	O
this	O
polarization	O
of	O
the	O
market	O
for	O
commodities	O
,	O
the	O
fundamental	O
conditions	O
of	O
capitalist	O
production	O
are	O
given	O
.	O

The	O
capitalist	O
system	O
presupposes	O
the	O
complete	O
separation	O
of	O
the	O
labourers	O
from	O
all	O
property	O
in	O
the	O
means	O
by	O
which	O
they	O
can	O
realize	O
their	O
labour	O
.	O

As	O
soon	O
as	O
capitalist	O
production	O
is	O
once	O
on	O
its	O
own	O
legs	O
,	O
it	O
not	O
only	O
maintains	O
this	O
separation	O
,	O
but	O
reproduces	O
it	O
on	O
a	O
continually	O
extending	O
scale	O
.	O

The	O
process	O
,	O
therefore	O
,	O
that	O
clears	O
the	O
way	O
for	O
the	O
capitalist	O
system	O
,	O
can	O
be	O
none	O
other	O
than	O
the	O
process	O
which	O
takes	O
away	O
from	O
the	O
labourer	O
the	O
possession	O
of	O
his	O
means	O
of	O
production	O
;	O
a	O
process	O
that	O
transforms	O
,	O
on	O
the	O
one	O
hand	O
,	O
the	O
social	O
means	O
of	O
subsistence	O
and	O
of	O
production	O
into	O
capital	O
,	O
on	O
the	O
other	O
,	O
the	O
immediate	O
producers	O
into	O
wage	O
labourers	O
.	O

The	O
so-called	O
primitive	O
accumulation	O
,	O
therefore	O
,	O
is	O
nothing	O
else	O
than	O
the	O
historical	O
process	O
of	O
divorcing	O
the	O
producer	O
from	O
the	O
means	O
of	O
production	O
.	O

It	O
appears	O
as	O
primitive	O
,	O
because	O
it	O
forms	O
the	O
prehistoric	O
stage	O
of	O
capital	O
and	O
of	O
the	O
mode	O
of	O
production	O
corresponding	O
with	O
it	O
.	O

The	O
economic	O
structure	O
of	O
capitalist	O
society	O
has	O
grown	O
out	O
of	O
the	O
economic	O
structure	O
of	O
feudal	O
society	O
.	O

The	O
dissolution	O
of	O
the	O
latter	O
set	O
free	O
the	O
elements	O
of	O
the	O
former	O
.	O

The	O
immediate	O
producer	O
,	O
the	O
labourer	O
,	O
could	O
only	O
dispose	O
of	O
his	O
own	O
person	O
after	O
he	O
had	O
ceased	O
to	O
be	O
attached	O
to	O
the	O
soil	O
and	O
ceased	O
to	O
be	O
the	O
slave	O
,	O
serf	O
,	O
or	O
bondsman	O
of	O
another	O
.	O

To	O
become	O
a	O
free	O
seller	O
of	O
labour	O
power	O
,	O
who	O
carries	O
his	O
commodity	O
wherever	O
he	O
finds	O
a	O
market	O
,	O
he	O
must	O
further	O
have	O
escaped	O
from	O
the	O
regime	O
of	O
the	O
guilds	O
,	O
their	O
rules	O
for	O
apprentices	O
and	O
journeymen	O
,	O
and	O
the	O
impediments	O
of	O
their	O
labour	O
regulations	O
.	O

Hence	O
,	O
the	O
historical	O
movement	O
which	O
changes	O
the	O
producers	O
into	O
wage-workers	O
,	O
appears	O
,	O
on	O
the	O
one	O
hand	O
,	O
as	O
their	O
emancipation	O
from	O
serfdom	O
and	O
from	O
the	O
fetters	O
of	O
the	O
guilds	O
,	O
and	O
this	O
side	O
alone	O
exists	O
for	O
our	O
bourgeois	O
historians	O
.	O

But	O
,	O
on	O
the	O
other	O
hand	O
,	O
these	O
new	O
freedmen	O
became	O
sellers	O
of	O
themselves	O
only	O
after	O
they	O
had	O
been	O
robbed	O
of	O
all	O
their	O
own	O
means	O
of	O
production	O
,	O
and	O
of	O
all	O
the	O
guarantees	O
of	O
existence	O
afforded	O
by	O
the	O
old	O
feudal	O
arrangements	O
.	O

And	O
the	O
history	O
of	O
this	O
,	O
their	O
expropriation	O
,	O
is	O
written	O
in	O
the	O
annals	O
of	O
mankind	O
in	O
letters	O
of	O
blood	O
and	O
fire	O
.	O

The	O
industrial	O
capitalists	O
,	O
these	O
new	O
potentates	O
,	O
had	O
on	O
their	O
part	O
not	O
only	O
to	O
displace	O
the	O
guild	O
masters	O
of	O
handicrafts	O
,	O
but	O
also	O
the	O
feudal	O
lords	O
,	O
the	O
possessors	O
of	O
the	O
sources	O
of	O
wealth	O
.	O

In	O
this	O
respect	O
,	O
their	O
conquest	O
of	O
social	O
power	O
appears	O
as	O
the	O
fruit	O
of	O
a	O
victorious	O
struggle	O
both	O
against	O
feudal	O
lordship	O
and	O
its	O
revolting	O
prerogatives	O
,	O
and	O
against	O
the	O
guilds	O
and	O
the	O
fetters	O
they	O
laid	O
on	O
the	O
free	O
development	O
of	O
production	O
and	O
the	O
free	O
exploitation	O
of	O
man	O
by	O
man	O
.	O

The	O
chevaliers	O
dindustrie	O
,	O
however	O
,	O
only	O
succeeded	O
in	O
supplanting	O
the	O
chevaliers	O
of	O
the	O
sword	O
by	O
making	O
use	O
of	O
events	O
of	O
which	O
they	O
themselves	O
were	O
wholly	O
innocent	O
.	O

They	O
have	O
risen	O
by	O
means	O
as	O
vile	O
as	O
those	O
by	O
which	O
the	O
Roman	O
freedman	O
